time,edge,vehicles,speed,waiting,halting,traveltime,congestion
25,W2C,5,10.1008,5.0,1,23.72,0.0939
26,N2C,3,12.3176,0.0,0,19.45,0.0406
26,S2C,4,11.9483,0.0,0,20.05,0.052
26,E2C,5,8.3922,5.0,1,28.55,0.1185
26,W2C,5,9.9118,6.0,1,24.17,0.0973
27,N2C,3,12.4941,0.0,0,19.18,0.0381
27,S2C,4,11.6563,0.0,0,20.56,0.0562
27,E2C,5,7.8868,6.0,1,30.38,0.1264
27,W2C,5,9.5091,7.0,1,25.2,0.1037
28,N2C,3,12.6084,0.0,0,19.0,0.0365
28,S2C,4,12.0997,0.0,0,19.8,0.0498
28,E2C,5,7.8563,7.0,1,30.5,0.1275
28,W2C,5,8.7801,8.0,1,27.29,0.1149
29,N2C,3,12.3904,0.0,0,19.34,0.0396
29,S2C,3,12.056,0.0,0,19.87,0.0444
29,E2C,5,7.6199,9.0,2,31.44,0.1383
29,W2C,5,7.7665,9.0,1,30.85,0.1302
30,N2C,3,12.3025,0.0,0,19.48,0.0409
30,S2C,3,12.4055,0.0,0,19.31,0.0394
30,E2C,5,6.9451,11.0,2,34.5,0.1493
30,W2C,5,6.9466,10.0,1,34.49,0.1426
31,N2C,4,12.7335,0.0,0,18.82,0.0407
31,S2C,4,12.6289,0.0,0,18.97,0.0422
31,E2C,6,7.2157,13.0,2,33.21,0.1528
31,W2C,6,7.3063,12.0,2,32.79,0.1508
32,N2C,4,11.2115,0.0,0,21.37,0.0626
32,S2C,4,12.6612,0.0,0,18.92,0.0417
32,E2C,6,6.5014,15.0,2,36.85,0.1644
32,W2C,6,6.1982,14.0,2,38.66,0.1681
33,N2C,4,10.1851,0.0,0,23.52,0.0773
33,S2C,4,12.2415,0.0,0,19.57,0.0477
33,E2C,6,6.4592,18.0,3,37.09,0.173
33,W2C,6,6.2015,16.0,2,38.64,0.1694
34,N2C,4,9.7249,1.0,1,24.64,0.0906
34,S2C,4,11.3074,0.0,0,21.19,0.0612
34,E2C,4,9.438,2.0,1,25.39,0.0954
34,W2C,4,8.9861,1.0,1,26.66,0.1013
35,N2C,4,9.4968,2.0,1,25.23,0.0946
35,S2C,4,10.6058,0.0,0,22.59,0.0713
35,E2C,4,10.1299,0.0,0,23.65,0.0781
35,W2C,4,9.6454,0.0,0,24.84,0.0851
36,N2C,4,8.9944,3.0,1,26.64,0.1025
36,S2C,4,9.4392,1.0,1,25.38,0.0948
36,E2C,4,10.366,0.0,0,23.11,0.0747
36,W2C,4,10.2643,0.0,0,23.34,0.0762
37,N2C,5,8.4155,4.0,1,28.47,0.1175
37,S2C,5,8.9388,2.0,1,26.8,0.1086
37,E2C,4,11.9226,0.0,0,20.1,0.0523
37,W2C,4,12.5731,0.0,0,19.06,0.043
38,N2C,5,7.5705,5.0,1,31.65,0.1303
38,S2C,5,8.2588,3.0,1,29.01,0.1191
38,E2C,3,12.3811,0.0,0,19.35,0.0397
38,W2C,4,12.0708,0.0,0,19.85,0.0502
39,N2C,5,7.3522,6.0,1,32.59,0.1341
39,S2C,5,7.151,5.0,2,33.51,0.1424
39,E2C,3,12.6691,0.0,0,18.91,0.0356
39,W2C,3,12.4682,0.0,0,19.22,0.0385
40,N2C,5,7.363,8.0,2,32.54,0.1413
40,S2C,5,7.397,7.0,2,32.39,0.1402
40,E2C,3,12.4948,0.0,0,19.18,0.0381
40,W2C,3,11.9706,0.0,0,20.02,0.0456
41,N2C,5,7.243,10.0,2,33.08,0.1444
41,S2C,5,7.4306,9.0,2,32.24,0.141
41,E2C,3,12.3543,0.0,0,19.39,0.0401
41,W2C,3,12.7624,0.0,0,18.77,0.0342
42,N2C,5,6.895,12.0,2,34.75,0.1507
42,S2C,5,7.6462,11.0,2,31.34,0.1392
42,E2C,3,12.7303,0.0,0,18.82,0.0347
42,W2C,3,13.0866,0.0,0,18.31,0.0296
43,N2C,6,8.2036,14.0,2,29.21,0.1392
43,S2C,6,7.6832,13.0,2,31.18,0.146
43,E2C,4,12.6654,0.0,0,18.92,0.0416
43,W2C,3,12.6844,0.0,0,18.89,0.0354
44,N2C,6,8.0099,16.0,2,29.91,0.1433
44,S2C,6,7.0089,15.0,2,34.19,0.1571
44,E2C,4,12.4399,0.0,0,19.26,0.0449
44,W2C,3,12.6612,0.0,0,18.92,0.0357
45,N2C,6,7.2659,18.0,2,32.98,0.1554
45,S2C,6,6.297,17.0,2,38.05,0.1687
45,E2C,3,12.611,0.0,0,19.0,0.0364
45,W2C,3,12.499,0.0,0,19.17,0.038
46,N2C,6,6.6553,20.0,2,36.0,0.1655
46,S2C,6,6.1906,19.0,2,38.7,0.1715
46,E2C,3,12.2922,0.0,0,19.49,0.041
46,W2C,3,12.5376,0.0,0,19.11,0.0375
47,N2C,6,6.2784,22.0,2,38.16,0.1723
47,S2C,6,6.0824,22.0,3,39.39,0.1811
47,E2C,3,12.5097,0.0,0,19.15,0.0379
47,W2C,3,12.4224,0.0,0,19.29,0.0391
48,N2C,6,5.5491,25.0,3,43.18,0.1908
48,S2C,6,5.4557,25.0,3,43.92,0.1921
48,E2C,3,12.9284,0.0,0,18.53,0.0318
48,W2C,3,12.5124,0.0,0,19.15,0.0378
49,N2C,7,6.1963,28.0,3,38.67,0.1894
49,S2C,7,6.0922,28.0,3,39.33,0.1909
49,E2C,4,13.0737,0.0,0,18.33,0.0358
49,W2C,4,12.7147,0.0,0,18.84,0.0409
50,N2C,7,5.6168,31.0,3,42.66,0.1998
50,S2C,7,5.3967,31.0,3,44.4,0.203
50,E2C,3,12.7856,0.0,0,18.74,0.0339
50,W2C,4,12.6232,0.0,0,18.98,0.0422
51,N2C,7,5.4542,34.0,3,43.93,0.2041
51,S2C,7,5.1236,34.0,3,46.76,0.2089
51,E2C,3,12.6029,0.0,0,19.01,0.0365
51,W2C,3,13.2088,0.0,0,18.14,0.0278
52,N2C,7,5.4367,38.0,4,44.07,0.2131
52,S2C,7,5.3567,37.0,3,44.73,0.2075
52,E2C,3,12.9161,0.0,0,18.55,0.032
52,W2C,3,12.8743,0.0,0,18.61,0.0326
53,N2C,7,5.3221,42.0,4,45.02,0.2174
53,S2C,7,5.1866,40.0,3,46.2,0.212
53,E2C,3,12.7004,0.0,0,18.87,0.0351
53,W2C,3,12.9055,0.0,0,18.57,0.0322
54,N2C,7,5.2216,46.0,4,45.89,0.2215
54,S2C,7,5.2154,44.0,4,45.94,0.2202
54,E2C,3,12.6195,0.0,0,18.99,0.0363
54,W2C,3,12.8194,0.0,0,18.69,0.0334
55,N2C,8,6.3369,50.0,4,37.81,0.2141
55,S2C,8,6.2877,48.0,4,38.11,0.2135
55,E2C,4,13.3214,0.0,0,17.99,0.0322
55,W2C,4,12.7273,0.0,0,18.83,0.0407
56,N2C,8,6.284,54.0,4,38.13,0.2175
56,S2C,8,5.7772,52.0,4,41.47,0.2235
56,E2C,4,12.9711,0.0,0,18.47,0.0372
56,W2C,3,12.7432,0.0,0,18.8,0.0345
57,N2C,8,5.8334,58.0,4,41.07,0.2267
57,S2C,8,5.2836,56.0,4,45.35,0.2333
57,E2C,3,13.1718,0.0,0,18.19,0.0283
57,W2C,3,13.0579,0.0,0,18.35,0.03
58,N2C,8,5.2303,62.0,4,45.81,0.238
58,S2C,8,4.8088,60.0,4,49.82,0.2428
58,E2C,3,12.8957,0.0,0,18.58,0.0323
58,W2C,3,13.1831,0.0,0,18.17,0.0282
59,N2C,8,4.7769,66.0,4,50.16,0.2472
59,S2C,8,4.8581,65.0,5,49.32,0.2514
59,E2C,3,12.9352,0.0,0,18.52,0.0317
59,W2C,3,12.833,0.0,0,18.67,0.0332
60,N2C,8,4.1666,70.0,4,57.5,0.2587
60,S2C,8,4.6974,70.0,5,51.01,0.257
60,E2C,3,13.0991,0.0,0,18.29,0.0294
60,W2C,3,12.7525,0.0,0,18.79,0.0344
61,N2C,9,4.6043,75.0,5,52.04,0.2677
61,S2C,9,5.4365,75.0,5,44.07,0.2557
61,E2C,3,13.3946,0.0,0,17.89,0.0251
61,W2C,3,12.9356,0.0,0,18.52,0.0317
62,N2C,9,4.5029,80.0,5,53.21,0.2725
62,S2C,9,4.7718,80.0,5,50.21,0.2686
62,E2C,3,13.3123,0.0,0,18.0,0.0263
62,W2C,3,12.4342,0.0,0,19.27,0.039
63,N2C,9,4.3825,86.0,6,54.67,0.2842
63,S2C,9,4.541,85.0,5,52.76,0.2753
63,E2C,3,13.3986,0.0,0,17.88,0.0251
63,W2C,3,12.7852,0.0,0,18.74,0.0339
64,N2C,9,4.4837,92.0,6,53.44,0.2868
64,S2C,9,4.4095,90.0,5,54.34,0.2805
64,E2C,3,13.2286,0.0,0,18.11,0.0275
64,W2C,3,12.7454,0.0,0,18.8,0.0345
65,N2C,9,3.7808,98.0,6,63.37,0.3009
65,S2C,9,4.0239,96.0,6,59.54,0.2961
65,E2C,3,13.4051,0.0,0,17.87,0.025
65,W2C,3,12.8239,0.0,0,18.68,0.0334
66,N2C,9,3.4337,104.0,6,69.78,0.3099
66,S2C,9,3.4982,102.0,6,68.49,0.3076
66,E2C,3,12.8305,0.0,0,18.67,0.0333
66,W2C,3,12.5922,0.0,0,19.03,0.0367
67,N2C,8,5.0346,48.0,4,47.59,0.2315
67,S2C,8,5.2061,47.0,4,46.02,0.2284
67,E2C,4,11.7144,0.0,0,20.45,0.0553
67,W2C,4,11.015,0.0,0,21.75,0.0654
68,N2C,8,5.3199,14.0,2,45.04,0.1927
68,S2C,8,5.4372,14.0,2,44.07,0.191
68,E2C,4,11.0011,0.0,0,21.78,0.0656
68,W2C,4,9.9119,0.0,0,24.17,0.0813
69,N2C,8,6.1015,1.0,1,39.27,0.1668
69,S2C,8,6.1874,0.0,0,38.72,0.1589
69,E2C,4,9.9186,0.0,0,24.16,0.0812
69,W2C,4,9.5178,0.0,0,25.17,0.087
70,N2C,6,7.8232,0.0,0,30.63,0.1234
70,S2C,6,7.4826,0.0,0,32.02,0.1283
70,E2C,4,10.1483,0.0,0,23.61,0.0779
70,W2C,4,9.1353,0.0,0,26.23,0.0925
71,N2C,6,8.3026,0.0,0,28.86,0.1165
71,S2C,6,7.9209,0.0,0,30.25,0.1219
71,E2C,4,9.965,1.0,1,24.04,0.0872
71,W2C,4,9.3556,1.0,1,25.61,0.096
72,N2C,5,9.087,0.0,0,26.37,0.0992
72,S2C,5,9.0047,0.0,0,26.61,0.1003
72,E2C,4,9.4927,2.0,1,25.24,0.0946
72,W2C,4,9.5847,2.0,1,25.0,0.0933
73,N2C,5,10.4023,0.0,0,23.03,0.0802
73,S2C,5,10.3692,0.0,0,23.11,0.0807
73,E2C,5,9.3888,3.0,1,25.52,0.1028
73,W2C,5,10.1685,3.0,1,23.56,0.0916
74,N2C,5,10.7104,0.0,0,22.37,0.0758
74,S2C,4,11.1951,0.0,0,21.4,0.0628
74,E2C,5,8.2609,4.0,1,29.0,0.1197
74,W2C,5,9.8608,4.0,1,24.3,0.0967
75,N2C,3,12.3709,0.0,0,19.37,0.0399
75,S2C,3,12.2806,0.0,0,19.51,0.0412
75,E2C,5,7.5375,5.0,1,31.79,0.1308
75,W2C,5,8.654,5.0,1,27.69,0.1147
76,N2C,3,12.7182,0.0,0,18.84,0.0349
76,S2C,3,12.8108,0.0,0,18.7,0.0335
76,E2C,5,7.5592,6.0,1,31.7,0.1312
76,W2C,5,8.4457,6.0,1,28.37,0.1184
77,N2C,3,12.4849,0.0,0,19.19,0.0382
77,S2C,3,12.2988,0.0,0,19.48,0.0409
77,E2C,5,7.4706,8.0,2,32.07,0.1398
77,W2C,5,7.9671,7.0,1,30.07,0.1259
78,N2C,3,12.6058,0.0,0,19.01,0.0365
78,S2C,3,12.3755,0.0,0,19.36,0.0398
78,E2C,5,6.7348,10.0,2,35.58,0.1517
78,W2C,5,6.7511,9.0,2,35.49,0.1508
79,N2C,3,12.831,0.0,0,18.67,0.0332
79,S2C,4,12.7994,0.0,0,18.72,0.0397
79,E2C,6,7.1491,12.0,2,33.51,0.1531
79,W2C,6,7.3256,11.0,2,32.71,0.1499
80,N2C,3,12.8466,0.0,0,18.65,0.033
80,S2C,3,12.4453,0.0,0,19.25,0.0388
80,E2C,6,6.4448,14.0,2,37.18,0.1645
80,W2C,6,6.6475,13.0,2,36.04,0.1609
81,N2C,3,12.82,0.0,0,18.69,0.0334
81,S2C,3,12.609,0.0,0,19.0,0.0364
81,E2C,6,6.1744,16.0,2,38.81,0.1698
81,W2C,6,6.6765,15.0,2,35.89,0.1619
82,N2C,3,12.4859,0.0,0,19.19,0.0382
82,S2C,3,12.4383,0.0,0,19.26,0.0389
82,E2C,6,6.3223,19.0,3,37.9,0.1756
82,W2C,6,6.4767,18.0,3,36.99,0.1727
83,N2C,3,12.7526,0.0,0,18.79,0.0344
83,S2C,3,12.8461,0.0,0,18.65,0.033
83,E2C,6,6.1591,22.0,3,38.9,0.18
83,W2C,6,6.5069,21.0,3,36.82,0.1743
84,N2C,3,12.4657,0.0,0,19.22,0.0385
84,S2C,3,12.4992,0.0,0,19.17,0.038
84,E2C,6,5.6181,25.0,3,42.65,0.1898
84,W2C,6,6.2555,24.0,3,38.3,0.1799
85,N2C,3,12.4112,0.0,0,19.31,0.0393
85,S2C,3,12.9565,0.0,0,18.49,0.0314
85,E2C,7,6.1426,28.0,3,39.01,0.1902
85,W2C,7,6.9257,27.0,3,34.6,0.1783
86,N2C,3,12.0869,0.0,0,19.82,0.044
86,S2C,3,12.4728,0.0,0,19.21,0.0384
86,E2C,7,5.509,31.0,3,43.49,0.2013
86,W2C,7,6.7763,30.0,3,35.36,0.1824
87,N2C,3,12.1274,0.0,0,19.76,0.0434
87,S2C,3,12.322,0.0,0,19.44,0.0406
87,E2C,7,5.2787,34.0,3,45.39,0.2067
87,W2C,7,6.2672,33.0,3,38.23,0.1918
88,N2C,3,12.0686,0.0,0,19.85,0.0442
88,S2C,3,12.74,0.0,0,18.81,0.0346
88,E2C,7,5.4948,38.0,4,43.6,0.2122
88,W2C,7,5.9392,36.0,3,40.34,0.1985
89,N2C,3,12.5661,0.0,0,19.07,0.0371
89,S2C,3,12.2774,0.0,0,19.52,0.0412
89,E2C,7,5.3399,42.0,4,44.87,0.2171
89,W2C,7,5.2699,39.0,3,45.47,0.2101
90,N2C,3,12.4265,0.0,0,19.28,0.0391
90,S2C,3,12.4709,0.0,0,19.21,0.0384
90,E2C,7,5.5104,46.0,4,43.48,0.2173
90,W2C,7,4.5384,43.0,4,52.79,0.2293
91,N2C,4,12.8071,0.0,0,18.71,0.0396
91,S2C,4,12.7145,0.0,0,18.84,0.0409
91,E2C,8,6.3823,50.0,4,37.54,0.2134
91,W2C,8,5.2653,47.0,4,45.51,0.2275
92,N2C,4,11.8703,0.0,0,20.18,0.0531
92,S2C,4,12.7218,0.0,0,18.83,0.0408
92,E2C,8,6.3743,54.0,4,37.59,0.2162
92,W2C,8,4.9537,51.0,4,48.37,0.2347
93,N2C,4,12.6547,0.0,0,18.93,0.0418
93,S2C,4,12.7546,0.0,0,18.79,0.0403
93,E2C,8,5.5106,58.0,4,43.48,0.2313
93,W2C,8,4.9393,56.0,5,48.51,0.2442
94,N2C,3,12.5182,0.0,0,19.14,0.0378
94,S2C,4,12.5279,0.0,0,19.13,0.0436
94,E2C,8,5.2909,62.0,4,45.29,0.2372
94,W2C,8,4.9177,61.0,5,48.72,0.2479
95,N2C,3,12.7351,0.0,0,18.81,0.0346
95,S2C,3,13.1053,0.0,0,18.28,0.0293
95,E2C,8,4.7641,67.0,5,50.29,0.2541
95,W2C,8,4.6591,66.0,5,51.43,0.2549
96,N2C,3,12.7854,0.0,0,18.74,0.0339
96,S2C,3,13.4045,0.0,0,17.87,0.025
96,E2C,8,4.2113,72.0,5,56.89,0.2654
96,W2C,8,3.9586,71.0,5,60.53,0.2683
97,N2C,3,12.7976,0.0,0,18.72,0.0337
97,S2C,3,13.2225,0.0,0,18.12,0.0276
97,E2C,9,4.6839,77.0,5,51.15,0.2679
97,W2C,9,4.6791,76.0,5,51.21,0.2673
98,N2C,3,12.404,0.0,0,19.32,0.0394
98,S2C,3,12.6366,0.0,0,18.96,0.036
98,E2C,9,4.27,82.0,5,56.11,0.2772
98,W2C,9,4.2698,81.0,5,56.12,0.2765
99,N2C,3,12.4483,0.0,0,19.25,0.0388
99,S2C,3,12.9049,0.0,0,18.57,0.0322
99,E2C,9,4.21,88.0,6,56.91,0.288
99,W2C,9,4.2072,87.0,6,56.95,0.2874
100,N2C,3,12.6775,0.0,0,18.9,0.0355
100,S2C,3,12.7699,0.0,0,18.76,0.0341
100,E2C,7,5.4112,40.0,4,44.28,0.2148
100,W2C,7,5.4169,40.0,4,44.23,0.2147
101,N2C,3,12.5935,0.0,0,19.03,0.0367
101,S2C,3,12.4419,0.0,0,19.26,0.0389
101,E2C,7,5.334,10.0,2,44.92,0.1839
101,W2C,7,5.4356,12.0,2,44.08,0.1837
102,N2C,3,12.6717,0.0,0,18.91,0.0355
102,S2C,3,12.1495,0.0,0,19.72,0.0431
102,E2C,7,5.5729,0.0,0,42.99,0.1618
102,W2C,7,5.5523,0.0,0,43.15,0.1621
103,N2C,4,12.7858,0.0,0,18.74,0.0399
103,S2C,4,11.4804,0.0,0,20.87,0.0587
103,E2C,6,7.7215,0.0,0,31.03,0.1248
103,W2C,6,7.929,0.0,0,30.22,0.1218
104,N2C,4,12.7172,0.0,0,18.84,0.0409
104,S2C,4,10.4923,0.0,0,22.84,0.0729
104,E2C,6,8.4928,0.0,0,28.21,0.1137
104,W2C,6,8.0866,0.0,0,29.63,0.1196
105,N2C,4,11.4449,0.0,0,20.94,0.0592
105,S2C,4,9.6047,1.0,1,24.95,0.0924
105,E2C,6,9.229,0.0,0,25.96,0.1031
105,W2C,6,9.1351,0.0,0,26.23,0.1045
106,N2C,4,10.3259,0.0,0,23.2,0.0753
106,S2C,4,9.4698,2.0,1,25.3,0.095
106,E2C,4,11.0094,0.0,0,21.76,0.0655
106,W2C,4,10.9056,0.0,0,21.97,0.067
107,N2C,4,9.7847,0.0,0,24.49,0.0831
107,S2C,4,9.5953,3.0,1,24.97,0.0938
107,E2C,4,11.2988,0.0,0,21.21,0.0613
107,W2C,4,11.3895,0.0,0,21.04,0.06
108,N2C,4,9.1569,1.0,1,26.17,0.0988
108,S2C,4,8.7252,4.0,1,27.46,0.107
108,E2C,3,12.8889,0.0,0,18.59,0.0324
108,W2C,3,12.551,0.0,0,19.09,0.0373
109,N2C,5,9.3725,2.0,1,25.56,0.1024
109,S2C,5,8.9066,5.0,1,26.9,0.1111
109,E2C,3,13.0224,0.0,0,18.4,0.0305
109,W2C,4,13.0341,0.0,0,18.38,0.0363
110,N2C,5,8.2492,3.0,1,29.05,0.1192
110,S2C,5,8.1781,6.0,1,29.3,0.1222
110,E2C,3,12.6502,0.0,0,18.94,0.0359
110,W2C,3,12.4316,0.0,0,19.27,0.039
111,N2C,5,7.7003,4.0,1,31.12,0.1278
111,S2C,5,7.5612,7.0,1,31.69,0.1318
111,E2C,3,12.1115,0.0,0,19.78,0.0436
111,W2C,3,12.81,0.0,0,18.7,0.0336
112,N2C,5,7.711,5.0,1,31.07,0.1283
112,S2C,5,7.4383,9.0,2,32.21,0.1409
112,E2C,3,12.6095,0.0,0,19.0,0.0364
112,W2C,3,12.2317,0.0,0,19.59,0.0419
113,N2C,5,7.4938,7.0,2,31.97,0.1388
113,S2C,5,7.77,11.0,2,30.84,0.1375
113,E2C,3,12.2965,0.0,0,19.49,0.0409
113,W2C,3,12.7395,0.0,0,18.81,0.0346
114,N2C,5,7.6068,9.0,2,31.5,0.1385
114,S2C,5,7.5825,13.0,2,31.6,0.1415
114,E2C,3,12.6492,0.0,0,18.94,0.0359
114,W2C,3,12.7897,0.0,0,18.73,0.0338
115,N2C,6,8.027,11.0,2,29.85,0.1398
115,S2C,6,8.6426,15.0,2,27.72,0.1336
115,E2C,4,13.1545,0.0,0,18.21,0.0346
115,W2C,4,12.8856,0.0,0,18.59,0.0385
116,N2C,6,7.1925,13.0,2,33.31,0.1531
116,S2C,6,8.2072,17.0,2,29.19,0.1412
116,E2C,4,12.2658,0.0,0,19.53,0.0474
116,W2C,4,12.5291,0.0,0,19.12,0.0436
117,N2C,6,6.913,15.0,2,34.66,0.1585
117,S2C,6,7.5778,19.0,2,31.62,0.1516
117,E2C,3,12.9743,0.0,0,18.47,0.0312
117,W2C,3,12.6727,0.0,0,18.91,0.0355
118,N2C,6,6.5525,17.0,2,36.57,0.165
118,S2C,6,6.7477,21.0,2,35.51,0.1648
118,E2C,3,12.927,0.0,0,18.53,0.0319
118,W2C,3,13.0246,0.0,0,18.4,0.0305
119,N2C,6,6.3469,20.0,3,37.75,0.1759
119,S2C,6,6.6416,23.0,2,36.08,0.1677
119,E2C,3,13.2491,0.0,0,18.08,0.0272
119,W2C,3,12.945,0.0,0,18.51,0.0316
120,N2C,6,5.7387,23.0,3,41.75,0.1867
120,S2C,6,5.8799,25.0,2,40.75,0.18
120,E2C,3,12.6487,0.0,0,18.94,0.0359
120,W2C,3,12.9943,0.0,0,18.44,0.0309
121,N2C,7,6.1531,26.0,3,38.94,0.1887
121,S2C,7,6.6026,28.0,3,36.29,0.1836
121,E2C,3,13.3515,0.0,0,17.95,0.0258
121,W2C,4,13.2315,0.0,0,18.11,0.0335
122,N2C,7,5.6677,29.0,3,42.27,0.1977
122,S2C,7,5.8143,31.0,3,41.21,0.1969
122,E2C,3,13.4553,0.0,0,17.81,0.0243
122,W2C,3,13.3118,0.0,0,18.0,0.0263
123,N2C,7,5.515,33.0,4,43.45,0.2086
123,S2C,7,5.5601,34.0,3,43.09,0.2026
123,E2C,3,12.856,0.0,0,18.64,0.0329
123,W2C,3,13.1478,0.0,0,18.22,0.0287
124,N2C,7,5.4807,37.0,4,43.72,0.2118
124,S2C,7,5.4672,37.0,3,43.82,0.2059
124,E2C,3,12.7835,0.0,0,18.74,0.0339
124,W2C,3,12.8363,0.0,0,18.67,0.0332
125,N2C,7,5.6485,41.0,4,42.42,0.212
125,S2C,7,5.3028,41.0,4,45.18,0.217
125,E2C,3,13.0972,0.0,0,18.29,0.0294
125,W2C,3,13.34,0.0,0,17.96,0.0259
126,N2C,7,5.3604,45.0,4,44.7,0.2188
