time,edge,vehicles,speed,waiting,halting,traveltime,congestion
25,W2C,3,8.1219,4.0,1,29.5,0.1097
26,N2C,2,13.3035,0.0,0,18.01,0.0204
26,S2C,2,10.6175,0.0,0,22.57,0.0591
26,E2C,3,8.6438,2.0,1,27.72,0.1009
26,W2C,3,8.2106,5.0,1,29.18,0.1091
27,N2C,2,13.0388,0.0,0,18.38,0.0243
27,S2C,2,10.9074,0.0,0,21.97,0.0549
27,E2C,3,8.3722,3.0,1,28.62,0.1054
27,W2C,3,8.5672,6.0,1,27.97,0.1046
28,N2C,2,13.3302,0.0,0,17.97,0.0201
28,S2C,3,11.9799,0.0,0,20.0,0.0455
28,E2C,4,8.5493,4.0,1,28.03,0.1096
28,W2C,4,9.6084,7.0,1,24.94,0.0963
29,N2C,2,12.7119,0.0,0,18.85,0.029
29,S2C,3,11.8104,0.0,0,20.29,0.0479
29,E2C,4,7.2738,5.0,1,32.94,0.1286
29,W2C,4,9.2312,8.0,1,25.96,0.1024
30,N2C,2,12.8725,0.0,0,18.61,0.0267
30,S2C,3,11.5818,0.0,0,20.69,0.0512
30,E2C,4,6.4103,6.0,1,37.38,0.1417
30,W2C,4,8.3831,9.0,1,28.58,0.1153
31,N2C,2,12.5559,0.0,0,19.08,0.0312
31,S2C,3,11.0281,0.0,0,21.73,0.0592
31,E2C,4,6.4965,7.0,1,36.88,0.1411
31,W2C,4,7.2197,10.0,1,33.19,0.1327
32,N2C,2,13.1169,0.0,0,18.27,0.0231
32,S2C,3,9.9007,0.0,0,24.2,0.0754
32,E2C,4,6.6883,9.0,2,35.82,0.1457
32,W2C,4,6.6142,11.0,1,36.23,0.1421
33,N2C,2,12.6547,0.0,0,18.93,0.0298
33,S2C,3,8.7673,0.0,0,27.33,0.0918
33,E2C,4,6.6868,11.0,2,35.83,0.1471
33,W2C,4,6.5063,12.0,1,36.83,0.1443
34,N2C,2,12.6744,0.0,0,18.9,0.0295
34,S2C,3,8.2463,0.0,0,29.06,0.0993
34,E2C,2,12.7029,0.0,0,18.86,0.0291
34,W2C,2,13.2984,0.0,0,18.02,0.0205
35,N2C,2,12.6443,0.0,0,18.95,0.0299
35,S2C,3,8.2077,0.0,0,29.19,0.0998
35,E2C,2,13.2633,0.0,0,18.06,0.021
35,W2C,2,12.5846,0.0,0,19.04,0.0308
36,N2C,2,12.8951,0.0,0,18.58,0.0263
36,S2C,3,8.2547,1.0,1,29.03,0.1058
36,E2C,2,11.9019,0.0,0,20.13,0.0406
36,W2C,2,11.7142,0.0,0,20.45,0.0433
37,N2C,3,12.6561,0.0,0,18.93,0.0358
37,S2C,4,9.1201,2.0,1,26.27,0.1
37,E2C,3,12.397,0.0,0,19.33,0.0395
37,W2C,3,11.9863,0.0,0,19.99,0.0454
38,N2C,3,10.678,0.0,0,22.44,0.0642
38,S2C,4,9.4257,3.0,1,25.42,0.0963
38,E2C,2,12.7036,0.0,0,18.86,0.0291
38,W2C,2,12.7664,0.0,0,18.77,0.0282
39,N2C,3,9.3505,0.0,0,25.62,0.0834
39,S2C,4,8.9747,4.0,1,26.7,0.1034
39,E2C,2,12.8672,0.0,0,18.62,0.0267
39,W2C,2,12.5583,0.0,0,19.08,0.0312
40,N2C,3,8.6663,0.0,0,27.65,0.0932
40,S2C,4,8.1454,5.0,1,29.42,0.116
40,E2C,2,12.293,0.0,0,19.49,0.035
40,W2C,2,13.0313,0.0,0,18.39,0.0244
41,N2C,3,8.2454,1.0,1,29.06,0.1059
41,S2C,4,6.9063,6.0,1,34.69,0.1346
41,E2C,2,12.6041,0.0,0,19.01,0.0305
41,W2C,2,13.1057,0.0,0,18.28,0.0233
42,N2C,3,7.9839,2.0,1,30.01,0.1104
42,S2C,4,6.3106,7.0,1,37.97,0.1438
42,E2C,2,12.3085,0.0,0,19.47,0.0348
42,W2C,2,13.1776,0.0,0,18.18,0.0223
43,N2C,3,8.276,3.0,1,28.95,0.1068
43,S2C,4,6.138,9.0,2,39.04,0.1536
43,E2C,2,13.1961,0.0,0,18.16,0.022
43,W2C,2,12.8041,0.0,0,18.71,0.0276
44,N2C,3,8.3749,4.0,1,28.61,0.1061
44,S2C,4,6.3618,11.0,2,37.66,0.1517
44,E2C,2,13.0104,0.0,0,18.42,0.0247
44,W2C,2,13.0983,0.0,0,18.29,0.0234
45,N2C,3,7.7567,5.0,1,30.89,0.1156
45,S2C,4,5.5735,13.0,2,42.99,0.1644
45,E2C,2,13.2209,0.0,0,18.12,0.0216
45,W2C,2,13.2723,0.0,0,18.05,0.0209
46,N2C,4,8.1354,6.0,1,29.45,0.1169
46,S2C,5,6.1809,15.0,2,38.76,0.163
46,E2C,2,12.8389,0.0,0,18.66,0.0271
46,W2C,3,12.5895,0.0,0,19.03,0.0367
47,N2C,4,6.8988,7.0,1,34.73,0.1353
47,S2C,5,5.497,17.0,2,43.59,0.1742
47,E2C,2,12.6512,0.0,0,18.94,0.0298
47,W2C,3,12.1413,0.0,0,19.73,0.0432
48,N2C,4,6.223,8.0,1,38.5,0.1457
48,S2C,5,5.4505,19.0,2,43.96,0.1762
48,E2C,2,12.6195,0.0,0,18.99,0.0303
48,W2C,2,12.8877,0.0,0,18.59,0.0264
49,N2C,4,5.9825,10.0,2,40.05,0.1565
49,S2C,5,5.1876,21.0,2,46.19,0.1813
49,E2C,2,13.0016,0.0,0,18.43,0.0248
49,W2C,2,12.7162,0.0,0,18.84,0.0289
50,N2C,4,6.2638,12.0,2,38.25,0.1538
50,S2C,5,5.0114,24.0,3,47.81,0.1918
50,E2C,2,12.7342,0.0,0,18.82,0.0286
50,W2C,2,12.7232,0.0,0,18.83,0.0288
51,N2C,4,6.1575,14.0,2,38.91,0.1567
51,S2C,5,5.035,27.0,3,47.59,0.1935
51,E2C,2,12.3176,0.0,0,19.45,0.0346
51,W2C,2,12.3131,0.0,0,19.46,0.0347
52,N2C,4,6.1842,16.0,2,38.74,0.1576
52,S2C,5,5.0347,30.0,3,47.59,0.1955
52,E2C,2,12.2025,0.0,0,19.64,0.0363
52,W2C,2,12.4792,0.0,0,19.2,0.0323
53,N2C,4,6.1071,18.0,2,39.23,0.1601
53,S2C,5,4.9537,33.0,3,48.37,0.1987
53,E2C,2,12.7515,0.0,0,18.79,0.0284
53,W2C,2,12.2465,0.0,0,19.56,0.0357
54,N2C,4,5.9443,20.0,2,40.31,0.1637
54,S2C,5,5.1341,36.0,3,46.67,0.1981
54,E2C,2,13.174,0.0,0,18.19,0.0223
54,W2C,2,12.2212,0.0,0,19.61,0.036
55,N2C,5,7.3001,22.0,2,32.82,0.1516
55,S2C,6,5.8018,39.0,3,41.3,0.1965
55,E2C,3,12.7826,0.0,0,18.74,0.0339
55,W2C,2,12.6948,0.0,0,18.87,0.0292
56,N2C,5,6.8514,24.0,2,34.97,0.1593
56,S2C,6,5.1062,42.0,3,46.92,0.2085
56,E2C,3,12.6346,0.0,0,18.96,0.0361
56,W2C,2,11.7062,0.0,0,20.47,0.0434
57,N2C,5,6.2064,26.0,2,38.61,0.17
57,S2C,6,4.3335,45.0,3,55.29,0.2216
57,E2C,2,12.3001,0.0,0,19.48,0.0349
57,W2C,2,12.3288,0.0,0,19.43,0.0345
58,N2C,5,5.3354,28.0,2,44.91,0.1838
58,S2C,6,4.0558,49.0,4,59.08,0.2343
58,E2C,2,12.3637,0.0,0,19.38,0.034
58,W2C,2,12.7803,0.0,0,18.75,0.028
59,N2C,5,5.0138,30.0,2,47.79,0.1898
59,S2C,6,4.1126,53.0,4,58.26,0.2361
59,E2C,2,12.3948,0.0,0,19.33,0.0335
59,W2C,2,12.3562,0.0,0,19.39,0.0341
60,N2C,5,4.7181,33.0,3,50.78,0.2021
60,S2C,6,4.1339,57.0,4,57.96,0.2385
60,E2C,2,13.0305,0.0,0,18.39,0.0244
60,W2C,2,12.7873,0.0,0,18.74,0.0279
61,N2C,5,4.6036,36.0,3,52.05,0.2057
61,S2C,6,4.0983,61.0,4,58.46,0.2417
61,E2C,2,12.7674,0.0,0,18.77,0.0282
61,W2C,2,12.9919,0.0,0,18.44,0.0249
62,N2C,5,4.8153,39.0,3,49.76,0.2047
62,S2C,6,3.8847,65.0,4,61.68,0.2474
62,E2C,2,12.9033,0.0,0,18.57,0.0262
62,W2C,2,12.9058,0.0,0,18.57,0.0262
63,N2C,5,4.2707,42.0,3,56.1,0.2145
63,S2C,6,3.1138,69.0,4,76.95,0.2612
63,E2C,2,12.7426,0.0,0,18.8,0.0285
63,W2C,2,12.6844,0.0,0,18.89,0.0294
64,N2C,6,5.0031,45.0,3,47.89,0.212
64,S2C,7,4.016,73.0,4,59.66,0.2568
64,E2C,3,11.3886,0.0,0,21.04,0.054
64,W2C,3,12.8954,0.0,0,18.58,0.0323
65,N2C,6,4.3659,48.0,3,54.88,0.2231
65,S2C,7,3.4148,77.0,4,70.16,0.2682
65,E2C,3,10.1855,0.0,0,23.52,0.0713
65,W2C,3,12.191,0.0,0,19.65,0.0425
66,N2C,6,4.2702,51.0,3,56.11,0.2265
66,S2C,7,3.468,82.0,5,69.09,0.2767
66,E2C,3,8.6951,0.0,0,27.56,0.0928
66,W2C,3,10.9872,0.0,0,21.81,0.0598
67,N2C,4,6.0529,8.0,1,39.58,0.1482
67,S2C,5,4.6787,30.0,3,51.21,0.2006
67,E2C,3,8.3974,0.0,0,28.53,0.0971
67,W2C,3,9.1653,0.0,0,26.14,0.086
68,N2C,4,6.8057,0.0,0,35.21,0.126
68,S2C,5,5.1497,3.0,1,46.53,0.1639
68,E2C,3,8.681,1.0,1,27.6,0.0997
68,W2C,3,8.598,0.0,0,27.87,0.0942
69,N2C,4,7.5411,0.0,0,31.77,0.1154
69,S2C,5,6.0964,0.0,0,39.3,0.1422
69,E2C,3,8.5856,2.0,1,27.91,0.1017
69,W2C,3,8.5588,1.0,1,27.99,0.1014
70,N2C,2,11.5921,0.0,0,20.67,0.0451
70,S2C,4,7.2547,0.0,0,33.03,0.1195
70,E2C,3,8.2157,3.0,1,29.16,0.1077
70,W2C,3,8.3911,2.0,1,28.55,0.1045
71,N2C,2,11.7977,0.0,0,20.31,0.0421
71,S2C,3,9.4412,0.0,0,25.38,0.0821
71,E2C,3,8.4744,4.0,1,28.27,0.1046
71,W2C,3,8.5344,3.0,1,28.07,0.1031
72,N2C,2,12.2867,0.0,0,19.5,0.0351
72,S2C,3,9.5514,0.0,0,25.09,0.0805
72,E2C,3,8.3247,5.0,1,28.78,0.1075
72,W2C,3,8.7612,4.0,1,27.35,0.1005
73,N2C,3,12.8867,0.0,0,18.59,0.0324
73,S2C,3,12.6543,0.0,0,18.93,0.0358
73,E2C,4,9.6753,6.0,1,24.76,0.0947
73,W2C,4,9.574,5.0,1,25.03,0.0955
74,N2C,3,12.492,0.0,0,19.18,0.0381
74,S2C,3,12.8352,0.0,0,18.67,0.0332
74,E2C,4,8.7314,7.0,1,27.44,0.1089
74,W2C,4,8.1851,6.0,1,29.27,0.1161
75,N2C,3,12.5764,0.0,0,19.05,0.0369
75,S2C,3,12.0844,0.0,0,19.83,0.044
75,E2C,4,8.2158,8.0,1,29.16,0.117
75,W2C,4,6.9541,7.0,1,34.45,0.1345
76,N2C,3,12.5805,0.0,0,19.05,0.0369
76,S2C,2,13.1271,0.0,0,18.25,0.023
76,E2C,4,6.8459,9.0,1,35.0,0.1374
76,W2C,4,6.6805,8.0,1,35.87,0.1391
77,N2C,2,13.1773,0.0,0,18.18,0.0223
77,S2C,2,12.9688,0.0,0,18.48,0.0253
77,E2C,4,6.3381,11.0,2,37.8,0.1521
77,W2C,4,6.9035,10.0,2,34.71,0.1433
78,N2C,2,13.1506,0.0,0,18.22,0.0226
78,S2C,2,13.0116,0.0,0,18.41,0.0246
78,E2C,4,6.8471,13.0,2,34.99,0.1461
78,W2C,4,6.8988,12.0,2,34.73,0.1447
79,N2C,2,13.1555,0.0,0,18.21,0.0226
79,S2C,2,13.0565,0.0,0,18.35,0.024
79,E2C,4,6.6437,15.0,2,36.06,0.1503
79,W2C,4,6.6232,14.0,2,36.18,0.15
80,N2C,2,13.0714,0.0,0,18.33,0.0238
80,S2C,2,12.8448,0.0,0,18.65,0.027
80,E2C,4,6.497,17.0,2,36.88,0.1538
80,W2C,4,6.6057,16.0,2,36.27,0.1516
81,N2C,2,13.0355,0.0,0,18.38,0.0243
81,S2C,2,13.2826,0.0,0,18.04,0.0207
81,E2C,4,5.6129,19.0,2,42.69,0.1678
81,W2C,4,5.6247,18.0,2,42.6,0.167
82,N2C,2,13.6786,0.0,0,17.52,0.015
82,S2C,3,12.8791,0.0,0,18.6,0.0326
82,E2C,5,6.3987,21.0,2,37.45,0.1639
82,W2C,5,6.1282,20.0,2,39.1,0.1671
83,N2C,2,12.7801,0.0,0,18.75,0.028
83,S2C,3,12.7278,0.0,0,18.82,0.0347
83,E2C,5,5.5781,23.0,2,42.95,0.177
83,W2C,5,5.4105,22.0,2,44.28,0.1788
84,N2C,2,12.7004,0.0,0,18.87,0.0291
84,S2C,2,12.7291,0.0,0,18.82,0.0287
84,E2C,5,5.2511,25.0,2,45.63,0.1831
84,W2C,5,5.0826,24.0,2,47.14,0.1848
85,N2C,2,12.9564,0.0,0,18.49,0.0254
85,S2C,2,13.2239,0.0,0,18.12,0.0216
85,E2C,5,5.211,27.0,2,45.98,0.185
85,W2C,5,4.8163,27.0,3,49.75,0.1967
86,N2C,2,12.8314,0.0,0,18.67,0.0272
86,S2C,2,13.3923,0.0,0,17.89,0.0192
86,E2C,5,5.3764,30.0,3,44.57,0.1906
86,W2C,5,5.1229,30.0,3,46.77,0.1942
87,N2C,2,13.1874,0.0,0,18.17,0.0221
87,S2C,2,13.4505,0.0,0,17.81,0.0183
87,E2C,5,5.3321,33.0,3,44.94,0.1932
87,W2C,5,4.8479,33.0,3,49.42,0.2002
88,N2C,2,13.3597,0.0,0,17.93,0.0196
88,S2C,2,13.2572,0.0,0,18.07,0.0211
88,E2C,5,5.3653,36.0,3,44.66,0.1947
88,W2C,5,5.0685,36.0,3,47.27,0.199
89,N2C,2,12.9777,0.0,0,18.46,0.0251
89,S2C,2,13.5653,0.0,0,17.66,0.0167
89,E2C,5,5.3283,39.0,3,44.97,0.1973
89,W2C,5,5.1227,39.0,3,46.77,0.2002
90,N2C,2,12.7374,0.0,0,18.81,0.0286
90,S2C,2,13.2781,0.0,0,18.04,0.0208
90,E2C,5,4.6498,42.0,3,51.53,0.209
90,W2C,5,4.4639,42.0,3,53.67,0.2117
91,N2C,2,13.4703,0.0,0,17.79,0.018
91,S2C,2,13.5762,0.0,0,17.65,0.0165
91,E2C,6,5.4979,45.0,3,43.58,0.2048
91,W2C,6,5.2139,45.0,3,45.95,0.2089
92,N2C,2,12.9347,0.0,0,18.52,0.0258
92,S2C,2,12.9619,0.0,0,18.48,0.0254
92,E2C,6,4.5865,48.0,3,52.24,0.22
92,W2C,6,4.4467,48.0,3,53.88,0.222
93,N2C,2,13.4149,0.0,0,17.86,0.0188
93,S2C,2,13.3733,0.0,0,17.92,0.0194
93,E2C,6,4.3443,51.0,3,55.15,0.2254
93,W2C,6,4.2417,51.0,3,56.49,0.2269
94,N2C,2,12.9449,0.0,0,18.51,0.0256
94,S2C,2,13.3079,0.0,0,18.0,0.0204
94,E2C,6,4.3846,55.0,4,54.65,0.2335
94,W2C,6,4.2741,55.0,4,56.06,0.2351
95,N2C,2,13.3151,0.0,0,17.99,0.0203
95,S2C,2,13.4076,0.0,0,17.87,0.0189
95,E2C,6,4.419,59.0,4,54.22,0.2357
95,W2C,6,4.1998,59.0,4,57.05,0.2389
96,N2C,2,13.4521,0.0,0,17.81,0.0183
96,S2C,2,13.2864,0.0,0,18.03,0.0207
96,E2C,6,4.5384,63.0,4,52.79,0.2367
96,W2C,6,4.0339,63.0,4,59.4,0.2439
97,N2C,2,13.4576,0.0,0,17.8,0.0182
97,S2C,2,13.1234,0.0,0,18.26,0.023
97,E2C,6,4.4423,67.0,4,53.94,0.2407
97,W2C,6,4.2595,67.0,4,56.25,0.2433
98,N2C,2,12.9798,0.0,0,18.46,0.0251
98,S2C,2,13.1954,0.0,0,18.16,0.022
98,E2C,6,4.2004,71.0,4,57.04,0.2469
98,W2C,6,4.1522,71.0,4,57.7,0.2475
99,N2C,2,13.5831,0.0,0,17.64,0.0164
99,S2C,2,12.1479,0.0,0,19.72,0.0371
99,E2C,6,3.4384,75.0,4,69.68,0.2605
99,W2C,6,4.0991,75.0,4,58.45,0.251
100,N2C,3,12.4792,0.0,0,19.2,0.0383
100,S2C,3,11.0537,0.0,0,21.68,0.0588
100,E2C,5,6.2163,22.0,2,38.54,0.1672
100,W2C,5,7.2351,23.0,2,33.12,0.1532
101,N2C,3,10.6753,0.0,0,22.44,0.0643
101,S2C,3,9.3982,0.0,0,25.49,0.0827
101,E2C,5,5.9217,0.0,0,40.46,0.1447
101,W2C,5,6.5473,0.0,0,36.6,0.1357
102,N2C,3,9.1201,0.0,0,26.27,0.0867
102,S2C,3,8.8849,0.0,0,26.97,0.0901
102,E2C,5,6.5778,0.0,0,36.43,0.1353
102,W2C,5,6.8771,0.0,0,34.84,0.131
103,N2C,3,8.6624,0.0,0,27.66,0.0933
103,S2C,3,8.469,1.0,1,28.29,0.1027
103,E2C,4,8.4567,0.0,0,28.33,0.1022
103,W2C,3,9.3063,0.0,0,25.75,0.084
104,N2C,3,9.025,0.0,0,26.55,0.0881
104,S2C,3,8.8936,2.0,1,26.94,0.0973
104,E2C,3,10.2991,0.0,0,23.26,0.0697
104,W2C,3,10.02,0.0,0,23.91,0.0737
105,N2C,3,9.1202,1.0,1,26.27,0.0933
105,S2C,3,8.6992,3.0,1,27.54,0.1007
105,E2C,3,10.9681,0.0,0,21.85,0.0601
105,W2C,3,10.5886,0.0,0,22.63,0.0655
106,N2C,3,9.109,2.0,1,26.3,0.0942
106,S2C,3,8.6955,4.0,1,27.55,0.1015
106,E2C,2,12.9568,0.0,0,18.49,0.0254
106,W2C,2,12.4853,0.0,0,19.19,0.0322
107,N2C,3,8.6257,3.0,1,27.78,0.1018
107,S2C,3,8.8423,5.0,1,27.1,0.1
107,E2C,2,13.3276,0.0,0,17.98,0.0201
107,W2C,2,12.4865,0.0,0,19.19,0.0322
108,N2C,3,7.9626,4.0,1,30.09,0.112
108,S2C,3,8.0684,6.0,1,29.7,0.1118
108,E2C,2,13.5181,0.0,0,17.72,0.0174
108,W2C,2,12.6233,0.0,0,18.98,0.0302
109,N2C,4,7.9987,5.0,1,29.96,0.1182
109,S2C,4,9.0498,7.0,1,26.48,0.1044
109,E2C,2,12.2344,0.0,0,19.58,0.0358
109,W2C,2,12.8471,0.0,0,18.65,0.027
110,N2C,4,7.0042,6.0,1,34.21,0.1331
110,S2C,4,7.7351,8.0,1,30.98,0.124
110,E2C,2,12.3343,0.0,0,19.43,0.0344
110,W2C,2,12.6421,0.0,0,18.95,0.03
111,N2C,4,6.2065,8.0,2,38.6,0.152
111,S2C,4,6.5217,9.0,1,36.74,0.1421
111,E2C,2,12.0466,0.0,0,19.89,0.0385
111,W2C,2,12.9928,0.0,0,18.44,0.0249
112,N2C,4,6.2439,10.0,2,38.37,0.1528
112,S2C,4,5.9823,10.0,1,40.05,0.1505
112,E2C,2,12.3761,0.0,0,19.36,0.0338
112,W2C,2,13.2257,0.0,0,18.12,0.0216
113,N2C,4,6.0164,12.0,2,39.82,0.1574
113,S2C,4,6.3156,12.0,2,37.94,0.1531
113,E2C,2,12.0501,0.0,0,19.88,0.0385
113,W2C,2,13.3133,0.0,0,18.0,0.0203
114,N2C,4,6.1221,14.0,2,39.14,0.1572
114,S2C,4,6.0562,14.0,2,39.56,0.1581
114,E2C,2,11.8056,0.0,0,20.3,0.042
114,W2C,2,12.9781,0.0,0,18.46,0.0251
115,N2C,4,6.1406,16.0,2,39.02,0.1582
115,S2C,4,6.0918,16.0,2,39.33,0.159
115,E2C,2,12.5909,0.0,0,19.03,0.0307
115,W2C,2,12.9193,0.0,0,18.55,0.026
116,N2C,4,6.1152,18.0,2,39.18,0.1599
116,S2C,4,5.7737,18.0,2,41.5,0.1649
116,E2C,2,12.6802,0.0,0,18.9,0.0294
116,W2C,2,12.9345,0.0,0,18.52,0.0258
117,N2C,4,5.1511,20.0,2,46.51,0.1752
117,S2C,4,4.9784,20.0,2,48.13,0.1776
117,E2C,2,12.561,0.0,0,19.07,0.0311
117,W2C,2,12.9566,0.0,0,18.49,0.0254
118,N2C,5,6.189,22.0,2,38.71,0.1676
118,S2C,5,5.8784,22.0,2,40.76,0.172
118,E2C,2,12.6634,0.0,0,18.92,0.0297
118,W2C,3,13.171,0.0,0,18.19,0.0284
119,N2C,5,5.0688,24.0,2,47.27,0.185
119,S2C,5,5.0201,24.0,2,47.73,0.1857
119,E2C,2,12.1772,0.0,0,19.68,0.0367
119,W2C,3,12.6356,0.0,0,18.96,0.0361
120,N2C,5,4.9712,26.0,2,48.2,0.1878
120,S2C,5,4.6759,27.0,3,51.24,0.1987
120,E2C,2,12.1253,0.0,0,19.76,0.0374
120,W2C,2,13.4854,0.0,0,17.77,0.0178
121,N2C,5,4.8711,29.0,3,49.19,0.1972
121,S2C,5,4.9584,30.0,3,48.32,0.1966
121,E2C,2,12.2312,0.0,0,19.59,0.0359
121,W2C,2,13.3335,0.0,0,17.97,0.02
122,N2C,5,5.1068,32.0,3,46.92,0.1958
122,S2C,5,5.0236,33.0,3,47.69,0.1977
122,E2C,2,12.3081,0.0,0,19.47,0.0348
122,W2C,2,13.0647,0.0,0,18.34,0.0239
123,N2C,5,4.927,35.0,3,48.63,0.2004
123,S2C,5,4.8887,36.0,3,49.01,0.2016
123,E2C,2,12.8354,0.0,0,18.67,0.0272
123,W2C,2,13.0086,0.0,0,18.42,0.0247
124,N2C,5,4.76,38.0,3,50.34,0.2048
124,S2C,5,4.9181,39.0,3,48.72,0.2032
124,E2C,2,12.6073,0.0,0,19.0,0.0305
124,W2C,2,13.4892,0.0,0,17.76,0.0178
125,N2C,5,4.8194,41.0,3,49.72,0.2059
125,S2C,5,4.716,42.0,3,50.81,0.2081
125,E2C,2,12.6144,0.0,0,18.99,0.0304
125,W2C,2,13.2582,0.0,0,18.07,0.0211
126,N2C,5,4.8345,44.0,3,49.56,0.2077
