time,edge,vehicles,speed,waiting,halting,traveltime,blocked,incident_active
941,E2C,4,0.0749,41.0,3,3200.18,0,1
941,W2C,6,6.2146,23.0,3,38.55,0,1
942,N2C,3,13.5246,0.0,0,17.72,0,1
942,S2C,3,13.225,0.0,0,18.12,0,1
942,E2C,4,0.0827,40.0,3,2898.05,0,1
942,W2C,6,6.3158,26.0,3,37.94,0,1
943,N2C,3,13.211,0.0,0,18.14,0,1
943,S2C,3,13.2117,0.0,0,18.14,0,1
943,E2C,4,0.0774,43.0,3,3095.38,0,1
943,W2C,7,7.295,29.0,3,32.84,0,1
944,N2C,3,12.9197,0.0,0,18.55,0,1
944,S2C,3,12.7754,0.0,0,18.75,0,1
944,E2C,4,0.0768,47.0,4,3120.66,0,1
944,W2C,7,6.5627,32.0,3,36.51,0,1
945,N2C,3,13.2427,0.0,0,18.09,0,1
945,S2C,3,12.4947,0.0,0,19.18,0,1
945,E2C,4,0.0846,51.0,4,2833.29,0,1
945,W2C,7,6.0528,35.0,3,39.59,0,1
946,N2C,3,12.6919,0.0,0,18.88,0,1
946,S2C,3,12.7738,0.0,0,18.76,0,1
946,E2C,4,0.0805,55.0,4,2977.9,0,1
946,W2C,7,5.7442,38.0,3,41.71,0,1
947,N2C,3,12.7421,0.0,0,18.8,0,1
947,S2C,3,13.0106,0.0,0,18.42,0,1
947,E2C,4,0.072,59.0,4,3329.02,0,1
947,W2C,7,5.0521,41.0,3,47.43,0,1
948,N2C,3,12.7984,0.0,0,18.72,0,1
948,S2C,3,12.5434,0.0,0,19.1,0,1
948,E2C,4,0.086,48.0,2,2786.82,0,1
948,W2C,7,4.5177,44.0,3,53.04,0,1
949,N2C,3,13.2658,0.0,0,18.06,0,1
949,S2C,3,12.9413,0.0,0,18.51,0,1
949,E2C,4,0.0906,44.0,3,2644.24,0,1
949,W2C,8,5.2409,48.0,4,45.72,0,1
950,N2C,3,12.3064,0.0,0,19.47,0,1
950,S2C,3,13.0125,0.0,0,18.41,0,1
950,E2C,4,0.0723,48.0,4,3312.44,0,1
950,W2C,8,4.6317,52.0,4,51.73,0,1
951,N2C,3,13.1344,0.0,0,18.24,0,1
951,S2C,3,12.4259,0.0,0,19.28,0,1
951,E2C,4,0.0827,52.0,4,2897.82,0,1
951,W2C,8,4.8338,56.0,4,49.57,0,1
952,N2C,3,12.893,0.0,0,18.58,0,1
952,S2C,3,12.7783,0.0,0,18.75,0,1
952,E2C,4,0.0641,56.0,4,3738.38,0,1
952,W2C,8,4.8811,61.0,5,49.09,0,1
953,N2C,3,13.1428,0.0,0,18.23,0,1
953,S2C,3,13.2846,0.0,0,18.04,0,1
953,E2C,4,0.0748,60.0,4,3201.75,0,1
953,W2C,8,4.6937,66.0,5,51.05,0,1
954,N2C,3,12.9394,0.0,0,18.52,0,1
954,S2C,3,13.0091,0.0,0,18.42,0,1
954,E2C,4,0.0673,64.0,4,3559.83,0,1
954,W2C,8,4.913,71.0,5,48.77,0,1
955,N2C,3,12.9837,0.0,0,18.45,0,1
955,S2C,3,13.1034,0.0,0,18.29,0,1
955,E2C,4,0.0821,61.0,3,2919.9,0,1
955,W2C,9,5.6036,76.0,5,42.76,0,1
956,N2C,3,12.8952,0.0,0,18.58,0,1
956,S2C,3,12.272,0.0,0,19.52,0,1
956,E2C,4,0.0814,65.0,4,2942.66,0,1
956,W2C,9,5.1634,81.0,5,46.4,0,1
957,N2C,3,12.883,0.0,0,18.6,0,1
957,S2C,3,12.8775,0.0,0,18.61,0,1
957,E2C,4,0.0714,67.0,3,3353.4,0,1
957,W2C,9,4.5714,86.0,5,52.41,0,1
958,N2C,3,13.0132,0.0,0,18.41,0,1
958,S2C,3,12.445,0.0,0,19.25,0,1
958,E2C,4,0.0748,61.0,3,3202.31,0,1
958,W2C,7,5.6807,36.0,3,42.18,0,1
959,N2C,3,12.5861,0.0,0,19.04,0,1
959,S2C,3,12.9257,0.0,0,18.54,0,1
959,E2C,4,0.0703,65.0,4,3406.36,0,1
959,W2C,7,5.5886,9.0,2,42.87,0,1
960,N2C,3,13.0494,0.0,0,18.36,0,1
960,S2C,3,12.5057,0.0,0,19.16,0,1
960,E2C,4,0.0749,58.0,3,3197.0,0,1
960,W2C,7,5.7593,0.0,0,41.6,0,1
961,N2C,4,13.105,0.0,0,18.28,0,1
961,S2C,4,13.1624,0.0,0,18.2,0,1
961,E2C,4,0.0865,58.0,3,2770.54,0,1
961,W2C,6,8.1203,0.0,0,29.51,0,1
962,N2C,4,11.9019,0.0,0,20.13,0,1
962,S2C,4,12.5352,0.0,0,19.11,0,1
962,E2C,4,0.0921,62.0,4,2602.72,0,1
962,W2C,6,8.6472,0.0,0,27.71,0,1
963,N2C,4,10.7309,0.0,0,22.33,0,1
963,S2C,4,11.551,0.0,0,20.74,0,1
963,E2C,4,0.0805,66.0,4,2976.17,0,1
963,W2C,5,10.0761,0.0,0,23.78,0,1
964,N2C,4,9.8877,0.0,0,24.23,0,1
964,S2C,4,10.9165,0.0,0,21.95,0,1
964,E2C,4,0.0837,66.0,3,2863.9,0,1
964,W2C,4,11.2048,0.0,0,21.38,0,1
965,N2C,4,9.7738,0.0,0,24.51,0,1
965,S2C,4,9.7733,0.0,0,24.52,0,1
965,E2C,4,0.0801,69.0,3,2992.3,0,1
965,W2C,4,11.79,0.0,0,20.32,0,1
966,N2C,4,9.369,0.0,0,25.57,0,1
966,S2C,4,9.5487,0.0,0,25.09,0,1
966,E2C,4,0.0695,73.0,4,3446.6,0,1
966,W2C,3,13.138,0.0,0,18.24,0,1
967,N2C,5,9.0578,1.0,1,26.45,0,1
967,S2C,5,9.1453,1.0,1,26.2,0,1
967,E2C,4,0.0747,77.0,4,3205.91,0,1
967,W2C,3,13.0141,0.0,0,18.41,0,1
968,N2C,5,7.9367,2.0,1,30.19,0,1
968,S2C,5,8.2715,2.0,1,28.97,0,1
968,E2C,4,0.0916,17.0,2,2616.81,0,1
968,W2C,3,12.619,0.0,0,18.99,0,1
969,N2C,5,7.7799,3.0,1,30.8,0,1
969,S2C,5,7.4835,3.0,1,32.02,0,1
969,E2C,4,0.0904,19.0,2,2651.48,0,1
969,W2C,3,13.0055,0.0,0,18.42,0,1
970,N2C,5,7.5862,5.0,2,31.58,0,1
970,S2C,5,7.358,4.0,1,32.56,0,1
970,E2C,4,0.0797,22.0,3,3005.64,0,1
970,W2C,3,12.7911,0.0,0,18.73,0,1
971,N2C,5,7.563,7.0,2,31.68,0,1
971,S2C,5,7.3171,6.0,2,32.75,0,1
971,E2C,4,0.0964,12.0,2,2486.55,0,1
971,W2C,3,12.7435,0.0,0,18.8,0,1
972,N2C,5,6.6039,9.0,2,36.28,0,1
972,S2C,5,6.7374,8.0,2,35.56,0,1
972,E2C,4,0.0784,13.0,3,3056.63,0,1
972,W2C,3,12.9284,0.0,0,18.53,0,1
973,N2C,6,7.0146,11.0,2,34.16,0,1
973,S2C,6,6.7283,10.0,2,35.61,0,1
973,E2C,4,0.1004,13.0,2,2386.72,0,1
973,W2C,4,13.2005,0.0,0,18.15,0,1
974,N2C,6,6.5899,13.0,2,36.36,0,1
974,S2C,6,6.0994,12.0,2,39.28,0,1
974,E2C,4,0.0922,15.0,3,2599.61,0,1
974,W2C,3,12.7275,0.0,0,18.83,0,1
975,N2C,6,6.2271,15.0,2,38.48,0,1
975,S2C,6,5.9393,14.0,2,40.34,0,1
975,E2C,4,0.067,19.0,4,3575.08,0,1
975,W2C,3,13.0414,0.0,0,18.37,0,1
976,N2C,6,6.1483,17.0,2,38.97,0,1
976,S2C,6,5.8155,17.0,3,41.2,0,1
976,E2C,4,0.0903,20.0,3,2654.27,0,1
976,W2C,3,13.0439,0.0,0,18.37,0,1
977,N2C,6,6.2112,19.0,2,38.58,0,1
977,S2C,6,5.8192,20.0,3,41.17,0,1
977,E2C,4,0.0768,24.0,4,3118.59,0,1
977,W2C,3,12.8019,0.0,0,18.72,0,1
978,N2C,6,6.2042,22.0,3,38.62,0,1
978,S2C,6,5.0938,23.0,3,47.04,0,1
978,E2C,4,0.0744,28.0,4,3220.01,0,1
978,W2C,3,12.8776,0.0,0,18.61,0,1
979,N2C,7,6.9224,25.0,3,34.61,0,1
979,S2C,7,5.574,26.0,3,42.99,0,1
979,E2C,4,0.0765,32.0,4,3131.23,0,1
979,W2C,4,13.0889,0.0,0,18.31,0,1
980,N2C,7,6.2318,28.0,3,38.45,0,1
980,S2C,7,4.9288,29.0,3,48.61,0,1
980,E2C,4,0.0729,36.0,4,3285.19,0,1
980,W2C,3,13.0877,0.0,0,18.31,0,1
981,N2C,7,5.8437,31.0,3,41.0,0,1
981,S2C,7,4.7119,33.0,4,50.85,0,1
981,E2C,4,0.0802,40.0,4,2989.31,0,1
981,W2C,3,13.1147,0.0,0,18.27,0,1
982,N2C,7,5.3595,34.0,3,44.71,0,1
982,S2C,7,4.8234,37.0,4,49.67,0,1
982,E2C,4,0.0791,44.0,4,3029.83,0,1
982,W2C,3,12.9242,0.0,0,18.54,0,1
983,N2C,7,5.4293,38.0,4,44.13,0,1
983,S2C,7,4.7097,41.0,4,50.87,0,1
983,E2C,4,0.0859,41.0,3,2789.78,0,1
983,W2C,3,13.0303,0.0,0,18.39,0,1
984,N2C,7,5.2507,42.0,4,45.63,0,1
984,S2C,7,4.5301,45.0,4,52.89,0,1
984,E2C,4,0.0833,44.0,3,2876.56,0,1
984,W2C,3,12.8367,0.0,0,18.67,0,1
985,N2C,8,6.0421,46.0,4,39.65,0,1
985,S2C,8,5.847,49.0,4,40.98,0,1
985,E2C,4,0.0786,48.0,4,3048.52,0,1
985,W2C,4,12.6873,0.0,0,18.89,0,1
986,N2C,8,5.5875,50.0,4,42.88,0,1
986,S2C,8,5.7199,53.0,4,41.89,0,1
986,E2C,4,0.0845,50.0,3,2834.9,0,1
986,W2C,3,12.6353,0.0,0,18.96,0,1
987,N2C,8,4.9571,54.0,4,48.33,0,1
987,S2C,8,5.3975,57.0,4,44.39,0,1
987,E2C,4,0.0882,28.0,3,2715.93,0,1
987,W2C,3,12.8038,0.0,0,18.71,0,1
988,N2C,8,4.9485,59.0,5,48.42,0,1
988,S2C,8,4.8741,61.0,4,49.16,0,1
988,E2C,4,0.0759,32.0,4,3155.86,0,1
988,W2C,3,12.5683,0.0,0,19.06,0,1
989,N2C,8,4.8031,64.0,5,49.88,0,1
989,S2C,8,4.413,65.0,4,54.29,0,1
989,E2C,4,0.0775,36.0,4,3090.48,0,1
989,W2C,3,12.8688,0.0,0,18.62,0,1
990,N2C,8,4.4416,69.0,5,53.94,0,1
990,S2C,8,4.3805,70.0,5,54.7,0,1
990,E2C,5,0.061,40.0,5,3926.58,0,1
990,W2C,3,12.0627,0.0,0,19.86,0,1
991,N2C,7,6.4732,27.0,3,37.01,0,1
991,S2C,7,7.0947,29.0,3,33.77,0,1
991,E2C,5,0.0635,45.0,5,3774.54,0,1
991,W2C,4,11.1972,0.0,0,21.4,0,1
992,N2C,7,6.4165,5.0,1,37.34,0,1
992,S2C,7,7.3615,3.0,1,32.55,0,1
992,E2C,5,0.0783,50.0,5,3058.33,0,1
992,W2C,4,10.1587,0.0,0,23.59,0,1
993,N2C,7,7.083,0.0,0,33.83,0,1
993,S2C,7,7.8371,0.0,0,30.57,0,1
993,E2C,5,0.0942,28.0,3,2542.47,0,1
993,W2C,4,9.5567,0.0,0,25.07,0,1
994,N2C,5,9.1487,0.0,0,26.19,0,1
994,S2C,5,10.0435,0.0,0,23.86,0,1
994,E2C,5,0.0805,26.0,4,2976.72,0,1
994,W2C,4,9.2374,1.0,1,25.94,0,1
995,N2C,5,9.7022,0.0,0,24.7,0,1
995,S2C,5,9.5749,0.0,0,25.02,0,1
995,E2C,5,0.091,26.0,4,2632.3,0,1
995,W2C,4,8.928,2.0,1,26.84,0,1
996,N2C,3,12.2118,0.0,0,19.62,0,1
996,S2C,5,10.2939,0.0,0,23.28,0,1
996,E2C,5,0.0696,31.0,5,3441.58,0,1
996,W2C,4,8.9793,3.0,1,26.68,0,1
997,N2C,4,12.0259,0.0,0,19.92,0,1
997,S2C,4,13.1129,0.0,0,18.27,0,1
997,E2C,5,0.0702,36.0,5,3413.54,0,1
997,W2C,5,9.0533,4.0,1,26.47,0,1
998,N2C,4,12.2363,0.0,0,19.58,0,1
998,S2C,4,12.6077,0.0,0,19.0,0,1
998,E2C,5,0.0683,41.0,5,3506.89,0,1
998,W2C,5,8.1034,5.0,1,29.57,0,1
999,N2C,3,12.7905,0.0,0,18.73,0,1
999,S2C,4,13.0452,0.0,0,18.37,0,1
999,E2C,5,0.0679,46.0,5,3528.48,0,1
999,W2C,5,7.6212,6.0,1,31.44,0,1
1000,N2C,3,13.3415,0.0,0,17.96,0,1
1000,S2C,3,13.0135,0.0,0,18.41,0,1
1000,E2C,5,0.074,38.0,3,3236.7,0,1
1000,W2C,5,7.3423,8.0,2,32.63,0,1
1001,N2C,3,13.2648,0.0,0,18.06,0,1
1001,S2C,3,13.464,0.0,0,17.8,0,1
1001,E2C,5,0.0889,8.0,3,2695.72,0,1
1001,W2C,5,7.4764,10.0,2,32.05,0,1
1002,N2C,3,13.4213,0.0,0,17.85,0,1
1002,S2C,3,13.1886,0.0,0,18.17,0,1
1002,E2C,5,0.0864,11.0,4,2772.59,0,1
1002,W2C,5,7.2505,12.0,2,33.05,0,1
1003,N2C,3,12.8522,0.0,0,18.64,0,1
1003,S2C,3,13.4676,0.0,0,17.79,0,1
1003,E2C,5,0.078,16.0,5,3071.26,0,1
1003,W2C,6,8.4003,14.0,2,28.52,0,1
1004,N2C,3,12.7585,0.0,0,18.78,0,1
1004,S2C,3,13.4798,0.0,0,17.77,0,1
1004,E2C,5,0.078,21.0,5,3071.33,0,1
1004,W2C,6,8.3448,16.0,2,28.71,0,1
1005,N2C,3,12.9101,0.0,0,18.56,0,1
1005,S2C,3,13.7353,0.0,0,17.44,0,1
1005,E2C,5,0.0956,13.0,3,2507.22,0,1
1005,W2C,6,8.2191,18.0,2,29.15,0,1
1006,N2C,3,12.5869,0.0,0,19.04,0,1
1006,S2C,3,13.0081,0.0,0,18.42,0,1
1006,E2C,5,0.0858,18.0,5,2791.02,0,1
1006,W2C,6,7.87,20.0,2,30.44,0,1
1007,N2C,3,13.3069,0.0,0,18.01,0,1
1007,S2C,3,13.1041,0.0,0,18.28,0,1
1007,E2C,5,0.0958,4.0,2,2501.58,0,1
1007,W2C,6,7.4219,22.0,2,32.28,0,1
1008,N2C,3,13.0517,0.0,0,18.36,0,1
1008,S2C,3,13.4534,0.0,0,17.81,0,1
1008,E2C,5,0.0699,9.0,5,3428.79,0,1
1008,W2C,6,5.8335,24.0,2,41.07,0,1
1009,N2C,4,12.5644,0.0,0,19.07,0,1
1009,S2C,3,13.5511,0.0,0,17.68,0,1
1009,E2C,5,0.0863,10.0,3,2777.08,0,1
1009,W2C,7,6.4406,27.0,3,37.2,0,1
1010,N2C,3,12.6421,0.0,0,18.95,0,1
1010,S2C,3,13.0525,0.0,0,18.36,0,1
1010,E2C,5,0.0754,10.0,4,3176.34,0,1
1010,W2C,7,5.8711,30.0,3,40.81,0,1
1011,N2C,3,12.4457,0.0,0,19.25,0,1
1011,S2C,3,13.2189,0.0,0,18.13,0,1
1011,E2C,5,0.0758,15.0,5,3162.34,0,1
1011,W2C,7,5.7386,33.0,3,41.75,0,1
1012,N2C,3,12.7472,0.0,0,18.8,0,1
1012,S2C,3,13.1888,0.0,0,18.17,0,1
1012,E2C,5,0.0701,18.0,4,3417.98,0,1
1012,W2C,7,5.6663,36.0,3,42.28,0,1
1013,N2C,3,12.5408,0.0,0,19.11,0,1
1013,S2C,3,12.8807,0.0,0,18.6,0,1
1013,E2C,5,0.0873,19.0,4,2743.08,0,1
1013,W2C,7,5.2554,40.0,4,45.59,0,1
1014,N2C,3,12.6821,0.0,0,18.89,0,1
1014,S2C,3,13.0137,0.0,0,18.41,0,1
1014,E2C,5,0.0751,24.0,5,3191.09,0,1
1014,W2C,7,4.6558,44.0,4,51.46,0,1
1015,N2C,3,12.6413,0.0,0,18.95,0,1
1015,S2C,2,12.8169,0.0,0,18.69,0,1
1015,E2C,5,0.0827,19.0,4,2896.84,0,1
1015,W2C,8,5.2013,48.0,4,46.07,0,1
1016,N2C,3,12.5792,0.0,0,19.05,0,1
1016,S2C,3,13.443,0.0,0,17.82,0,1
1016,E2C,5,0.0881,21.0,4,2718.24,0,1
1016,W2C,8,4.9603,52.0,4,48.3,0,1
1017,N2C,3,12.2945,0.0,0,19.49,0,1
1017,S2C,3,13.3282,0.0,0,17.98,0,1
1017,E2C,5,0.0809,24.0,4,2962.26,0,1
1017,W2C,8,5.0218,56.0,4,47.71,0,1
1018,N2C,3,12.2495,0.0,0,19.56,0,1
1018,S2C,3,13.2673,0.0,0,18.06,0,1
1018,E2C,5,0.0779,20.0,4,3075.32,0,1
1018,W2C,8,4.8866,61.0,5,49.03,0,1
1019,N2C,3,12.795,0.0,0,18.73,0,1
1019,S2C,3,13.4239,0.0,0,17.85,0,1
1019,E2C,5,0.0885,24.0,4,2706.39,0,1
1019,W2C,8,4.9521,66.0,5,48.38,0,1
1020,N2C,3,12.7559,0.0,0,18.78,0,1
1020,S2C,3,13.0396,0.0,0,18.37,0,1
1020,E2C,5,0.082,29.0,5,2922.28,0,1
1020,W2C,8,4.258,71.0,5,56.27,0,1
1021,N2C,4,12.3176,0.0,0,19.45,0,1
1021,S2C,3,13.3498,0.0,0,17.95,0,1
1021,E2C,5,0.0945,29.0,4,2535.1,0,1
1021,W2C,9,4.7703,76.0,5,50.23,0,1
1022,N2C,4,11.5585,0.0,0,20.73,0,1
1022,S2C,3,13.2894,0.0,0,18.03,0,1
1022,E2C,5,0.077,19.0,4,3111.24,0,1
1022,W2C,9,4.408,82.0,6,54.36,0,1
1023,N2C,4,10.151,0.0,0,23.6,0,1
1023,S2C,3,13.2012,0.0,0,18.15,0,1
1023,E2C,5,0.0746,24.0,5,3213.0,0,1
1023,W2C,9,4.3845,88.0,6,54.65,0,1
1024,N2C,4,9.933,0.0,0,24.12,0,1
1024,S2C,3,13.2882,0.0,0,18.03,0,1
1024,E2C,5,0.0766,29.0,5,3128.71,0,1
1024,W2C,7,5.4389,38.0,4,44.05,0,1
1025,N2C,4,9.8748,0.0,0,24.26,0,1
1025,S2C,3,12.8224,0.0,0,18.69,0,1
1025,E2C,5,0.0772,30.0,4,3105.26,0,1
1025,W2C,7,5.5163,12.0,2,43.44,0,1
1026,N2C,4,9.303,1.0,1,25.76,0,1
1026,S2C,3,12.6523,0.0,0,18.94,0,1
1026,E2C,5,0.0821,35.0,5,2919.49,0,1
1026,W2C,7,5.6268,0.0,0,42.58,0,1
1027,N2C,5,10.2138,2.0,1,23.46,0,1
1027,S2C,4,11.6824,0.0,0,20.51,0,1
1027,E2C,5,0.0818,30.0,4,2927.53,0,1
1027,W2C,6,7.7106,0.0,0,31.07,0,1
1028,N2C,5,9.4873,3.0,1,25.25,0,1
1028,S2C,4,10.413,0.0,0,23.01,0,1
1028,E2C,5,0.0862,16.0,3,2780.79,0,1
1028,W2C,6,8.4904,0.0,0,28.22,0,1
1029,N2C,5,9.5733,4.0,1,25.03,0,1
1029,S2C,4,10.0786,1.0,1,23.77,0,1
1029,E2C,5,0.0989,10.0,3,2422.09,0,1
1029,W2C,6,9.2069,0.0,0,26.02,0,1
1030,N2C,5,8.9178,5.0,1,26.87,0,1
1030,S2C,4,9.8497,2.0,1,24.33,0,1
1030,E2C,5,0.0804,7.0,4,2981.0,0,1
1030,W2C,4,11.1536,0.0,0,21.48,0,1
1031,N2C,5,7.9903,6.0,1,29.99,0,1
1031,S2C,4,9.9939,3.0,1,23.97,0,1
1031,E2C,5,0.0896,9.0,3,2674.22,0,1
1031,W2C,4,11.3951,0.0,0,21.03,0,1
1032,N2C,5,6.9339,7.0,1,34.56,0,1
1032,S2C,4,9.8477,4.0,1,24.33,0,1
1032,E2C,5,0.0766,14.0,5,3126.13,0,1
1032,W2C,3,13.0834,0.0,0,18.31,0,1
1033,N2C,6,6.894,8.0,1,34.75,0,1
1033,S2C,5,10.369,5.0,1,23.11,0,1
1033,E2C,5,0.0817,17.0,4,2934.3,0,1
1033,W2C,3,13.6153,0.0,0,17.6,0,1
1034,N2C,6,6.1819,10.0,2,38.76,0,1
1034,S2C,5,9.3429,6.0,1,25.65,0,1
1034,E2C,5,0.0726,15.0,4,3301.29,0,1
1034,W2C,3,12.925,0.0,0,18.54,0,1
1035,N2C,6,6.117,12.0,2,39.17,0,1
1035,S2C,5,8.8159,7.0,1,27.18,0,1
1035,E2C,5,0.0698,20.0,5,3431.07,0,1
1035,W2C,3,12.7827,0.0,0,18.74,0,1
1036,N2C,6,6.2332,15.0,3,38.44,0,1
1036,S2C,5,8.2209,9.0,2,29.15,0,1
1036,E2C,5,0.0681,25.0,5,3519.04,0,1
1036,W2C,3,12.8361,0.0,0,18.67,0,1
1037,N2C,6,5.7878,18.0,3,41.4,0,1
1037,S2C,5,7.8635,11.0,2,30.47,0,1
1037,E2C,5,0.0707,30.0,5,3390.91,0,1
1037,W2C,3,13.1274,0.0,0,18.25,0,1
1038,N2C,6,5.0152,21.0,3,47.78,0,1
1038,S2C,5,7.1525,13.0,2,33.5,0,1
1038,E2C,5,0.0917,22.0,3,2611.54,0,1
1038,W2C,3,13.1982,0.0,0,18.15,0,1
1039,N2C,7,5.6278,24.0,3,42.57,0,1
1039,S2C,6,7.4608,15.0,2,32.11,0,1
1039,E2C,5,0.0818,27.0,5,2930.47,0,1
1039,W2C,4,13.1749,0.0,0,18.19,0,1
1040,N2C,7,4.9776,27.0,3,48.14,0,1
1040,S2C,6,6.6143,17.0,2,36.22,0,1
1040,E2C,5,0.074,30.0,4,3236.01,0,1
1040,W2C,3,12.8842,0.0,0,18.6,0,1
1041,N2C,7,5.1582,31.0,4,46.45,0,1
1041,S2C,6,6.5208,19.0,2,36.74,0,1
1041,E2C,5,0.0808,22.0,4,2965.9,0,1
1041,W2C,3,13.4113,0.0,0,17.87,0,1
1042,N2C,7,5.2125,35.0,4,45.97,0,1
1042,S2C,6,6.4225,22.0,3,37.31,0,1
1042,E2C,5,0.0984,13.0,2,2435.2,0,1
1042,W2C,3,13.075,0.0,0,18.33,0,1
1043,N2C,7,5.1759,39.0,4,46.29,0,1
1043,S2C,6,6.4311,25.0,3,37.26,0,1
1043,E2C,5,0.0741,18.0,5,3234.53,0,1
1043,W2C,3,13.4793,0.0,0,17.78,0,1
1044,N2C,7,5.0545,43.0,4,47.4,0,1
1044,S2C,6,5.8087,28.0,3,41.25,0,1
1044,E2C,5,0.0793,23.0,5,3019.87,0,1
1044,W2C,3,13.3896,0.0,0,17.89,0,1
1045,N2C,8,5.6814,47.0,4,42.17,0,1
1045,S2C,7,6.3269,31.0,3,37.87,0,1
1045,E2C,5,0.083,28.0,5,2886.21,0,1
1045,W2C,3,13.4422,0.0,0,17.82,0,1
1046,N2C,8,5.0972,51.0,4,47.01,0,1
1046,S2C,7,5.6214,34.0,3,42.62,0,1
1046,E2C,5,0.086,29.0,4,2785.86,0,1
1046,W2C,3,13.3089,0.0,0,18.0,0,1
1047,N2C,8,4.6086,55.0,4,51.99,0,1
1047,S2C,7,5.5681,38.0,4,43.03,0,1
1047,E2C,5,0.092,11.0,3,2605.59,0,1
1047,W2C,3,12.7836,0.0,0,18.74,0,1
1048,N2C,8,4.752,59.0,4,50.42,0,1
1048,S2C,7,5.5139,42.0,4,43.45,0,1
1048,E2C,5,0.0884,8.0,2,2710.38,0,1
1048,W2C,3,12.8804,0.0,0,18.6,0,1
1049,N2C,8,4.5732,64.0,5,52.39,0,1
1049,S2C,7,5.1245,46.0,4,46.76,0,1
1049,E2C,5,0.0824,13.0,5,2906.59,0,1
1049,W2C,3,13.1852,0.0,0,18.17,0,1
1050,N2C,8,4.5872,69.0,5,52.23,0,1
1050,S2C,7,4.4374,50.0,4,54.0,0,1
1050,E2C,5,0.0841,12.0,3,2850.6,0,1
1050,W2C,3,13.4825,0.0,0,17.77,0,1
1051,N2C,9,5.5646,74.0,5,43.06,0,1
1051,S2C,8,5.2968,54.0,4,45.24,0,1
1051,E2C,5,0.0784,17.0,5,3057.34,0,1
1051,W2C,3,13.1844,0.0,0,18.17,0,1
1052,N2C,9,5.5037,79.0,5,43.53,0,1
1052,S2C,8,4.7372,58.0,4,50.58,0,1
1052,E2C,5,0.0713,22.0,5,3361.87,0,1
1052,W2C,3,13.0914,0.0,0,18.3,0,1
1053,N2C,9,5.229,84.0,5,45.82,0,1
1053,S2C,8,4.9179,62.0,4,48.72,0,1
1053,E2C,5,0.0885,19.0,3,2706.95,0,1
1053,W2C,3,12.9038,0.0,0,18.57,0,1
1054,N2C,9,5.3773,89.0,5,44.56,0,1
1054,S2C,8,4.7917,67.0,5,50.0,0,1
1054,E2C,5,0.0767,24.0,5,3125.64,0,1
1054,W2C,3,12.8681,0.0,0,18.62,0,1
1055,N2C,9,4.466,94.0,5,53.65,0,1
1055,S2C,8,4.6014,72.0,5,52.07,0,1
1055,E2C,5,0.0646,29.0,5,3708.79,0,1
1055,W2C,3,13.276,0.0,0,18.05,0,1
1056,N2C,9,3.8099,99.0,5,62.89,0,1
1056,S2C,8,4.5891,77.0,5,52.21,0,1
1056,E2C,6,0.0735,31.0,5,3261.78,0,1
1056,W2C,3,12.6708,0.0,0,18.91,0,1
1057,N2C,8,5.2199,48.0,3,45.9,0,1
1057,S2C,7,6.7265,31.0,3,35.62,0,1
1057,E2C,6,0.0866,37.0,6,2767.78,0,1
1057,W2C,4,11.9905,0.0,0,19.98,0,1
1058,N2C,8,5.3826,10.0,1,44.51,0,1
1058,S2C,7,6.241,5.0,1,38.39,0,1
1058,E2C,6,0.0851,43.0,6,2814.38,0,1
1058,W2C,4,10.7421,0.0,0,22.3,0,1
1059,N2C,8,5.9363,1.0,1,40.36,0,1
1059,S2C,7,6.6064,0.0,0,36.27,0,1
1059,E2C,6,0.0794,46.0,5,3015.82,0,1
1059,W2C,4,9.8064,0.0,0,24.43,0,1
1060,N2C,6,7.5939,0.0,0,31.55,0,1
1060,S2C,6,7.9559,0.0,0,30.12,0,1
1060,E2C,6,0.0682,52.0,6,3514.48,0,1
1060,W2C,4,9.7642,0.0,0,24.54,0,1
1061,N2C,6,7.9491,0.0,0,30.14,0,1
1061,S2C,5,8.7447,0.0,0,27.4,0,1
1061,E2C,6,0.0763,58.0,6,3140.95,0,1
1061,W2C,4,10.0624,1.0,1,23.81,0,1
1062,N2C,5,9.0582,0.0,0,26.45,0,1
1062,S2C,5,9.1604,0.0,0,26.16,0,1
1062,E2C,6,0.0755,61.0,5,3174.61,0,1
1062,W2C,4,9.2387,2.0,1,25.93,0,1
1063,N2C,5,10.8663,0.0,0,22.05,0,1
1063,S2C,4,10.975,0.0,0,21.83,0,1
1063,E2C,6,0.0657,67.0,6,3645.36,0,1
1063,W2C,5,9.4884,3.0,1,25.25,0,1
1064,N2C,5,10.8884,0.0,0,22.01,0,1
1064,S2C,4,10.7941,0.0,0,22.2,0,1
1064,E2C,6,0.0814,57.0,5,2944.53,0,1
1064,W2C,5,8.7011,4.0,1,27.54,0,1
1065,N2C,3,12.6953,0.0,0,18.87,0,1
1065,S2C,3,11.9653,0.0,0,20.02,0,1
1065,E2C,6,0.0908,62.0,5,2638.85,0,1
1065,W2C,5,7.9136,5.0,1,30.28,0,1
1066,N2C,3,13.1403,0.0,0,18.23,0,1
1066,S2C,3,12.2329,0.0,0,19.59,0,1
1066,E2C,6,0.0792,68.0,6,3027.02,0,1
1066,W2C,5,8.2419,7.0,2,29.07,0,1
1067,N2C,3,13.1243,0.0,0,18.26,0,1
1067,S2C,3,12.0486,0.0,0,19.89,0,1
